text,intent
search query number 1406,WEB_SEARCH
unmute command number 104,UNMUTE
get time request number 239,GET_TIME
open file number 1132,OPEN_FILE
search query number 175,WEB_SEARCH
search query number 1182,WEB_SEARCH
mute command number 180,MUTE
general conversation number 395,GENERAL_CONVERSATION
mute command number 307,MUTE
unmute command number 1254,UNMUTE
open application number 1145,OPEN_APP
open file number 807,OPEN_FILE
mute command number 303,MUTE
unmute command number 1334,UNMUTE
search query number 824,WEB_SEARCH
open file number 1376,OPEN_FILE
mute command number 611,MUTE
get time request number 511,GET_TIME
general conversation number 1085,GENERAL_CONVERSATION
get time request number 763,GET_TIME
open file number 603,OPEN_FILE
general conversation number 478,GENERAL_CONVERSATION
general conversation number 28,GENERAL_CONVERSATION
open application number 973,OPEN_APP
open file number 748,OPEN_FILE
mute command number 477,MUTE
mute command number 627,MUTE
mute command number 675,MUTE
get time request number 850,GET_TIME
open application number 1150,OPEN_APP
unmute command number 859,UNMUTE
search query number 116,WEB_SEARCH
open application number 1412,OPEN_APP
open file number 298,OPEN_FILE
unmute command number 318,UNMUTE
unmute command number 174,UNMUTE
search query number 409,WEB_SEARCH
unmute command number 461,UNMUTE
mute command number 717,MUTE
get time request number 988,GET_TIME
open file number 212,OPEN_FILE
mute command number 739,MUTE
search query number 784,WEB_SEARCH
mute command number 736,MUTE
unmute command number 1133,UNMUTE
search query number 501,WEB_SEARCH
get time request number 514,GET_TIME
unmute command number 1411,UNMUTE
unmute command number 1394,UNMUTE
unmute command number 432,UNMUTE
open file number 356,OPEN_FILE
open file number 741,OPEN_FILE
unmute command number 737,UNMUTE
search query number 388,WEB_SEARCH
get time request number 3,GET_TIME
general conversation number 1302,GENERAL_CONVERSATION
open file number 1283,OPEN_FILE
open application number 172,OPEN_APP
open file number 219,OPEN_FILE
unmute command number 1305,UNMUTE
mute command number 727,MUTE
search query number 446,WEB_SEARCH
general conversation number 406,GENERAL_CONVERSATION
open file number 828,OPEN_FILE
unmute command number 690,UNMUTE
search query number 958,WEB_SEARCH
general conversation number 124,GENERAL_CONVERSATION
mute command number 833,MUTE
get time request number 637,GET_TIME
open file number 1048,OPEN_FILE
search query number 1404,WEB_SEARCH
open application number 1316,OPEN_APP
get time request number 40,GET_TIME
mute command number 1319,MUTE
open application number 1256,OPEN_APP
search query number 663,WEB_SEARCH
open application number 442,OPEN_APP
general conversation number 1047,GENERAL_CONVERSATION
mute command number 1255,MUTE
get time request number 11,GET_TIME
open application number 778,OPEN_APP
general conversation number 1349,GENERAL_CONVERSATION
get time request number 12,GET_TIME
general conversation number 1220,GENERAL_CONVERSATION
general conversation number 250,GENERAL_CONVERSATION
open application number 1286,OPEN_APP
general conversation number 1373,GENERAL_CONVERSATION
open file number 435,OPEN_FILE
open application number 1266,OPEN_APP
mute command number 522,MUTE
search query number 280,WEB_SEARCH
unmute command number 1203,UNMUTE
mute command number 1001,MUTE
mute command number 1382,MUTE
open application number 1023,OPEN_APP
get time request number 1325,GET_TIME
unmute command number 599,UNMUTE
general conversation number 1280,GENERAL_CONVERSATION
general conversation number 1139,GENERAL_CONVERSATION
general conversation number 7,GENERAL_CONVERSATION
open file number 1381,OPEN_FILE
unmute command number 67,UNMUTE
open file number 1174,OPEN_FILE
search query number 393,WEB_SEARCH
get time request number 1416,GET_TIME
search query number 720,WEB_SEARCH
unmute command number 1245,UNMUTE
get time request number 95,GET_TIME
search query number 440,WEB_SEARCH
open application number 733,OPEN_APP
search query number 975,WEB_SEARCH
open file number 627,OPEN_FILE
open file number 1254,OPEN_FILE
mute command number 1291,MUTE
get time request number 435,GET_TIME
open application number 1257,OPEN_APP
mute command number 748,MUTE
get time request number 617,GET_TIME
open file number 96,OPEN_FILE
open application number 366,OPEN_APP
mute command number 1052,MUTE
mute command number 979,MUTE
mute command number 1250,MUTE
get time request number 181,GET_TIME
open application number 927,OPEN_APP
get time request number 1077,GET_TIME
get time request number 897,GET_TIME
mute command number 1122,MUTE
get time request number 1206,GET_TIME
mute command number 621,MUTE
search query number 1310,WEB_SEARCH
open application number 1122,OPEN_APP
get time request number 284,GET_TIME
open file number 584,OPEN_FILE
open application number 593,OPEN_APP
unmute command number 525,UNMUTE
search query number 1362,WEB_SEARCH
general conversation number 1207,GENERAL_CONVERSATION
general conversation number 1330,GENERAL_CONVERSATION
general conversation number 29,GENERAL_CONVERSATION
unmute command number 1359,UNMUTE
search query number 145,WEB_SEARCH
search query number 73,WEB_SEARCH
unmute command number 16,UNMUTE
general conversation number 856,GENERAL_CONVERSATION
unmute command number 1185,UNMUTE
open file number 1070,OPEN_FILE
unmute command number 270,UNMUTE
general conversation number 1344,GENERAL_CONVERSATION
open application number 159,OPEN_APP
get time request number 566,GET_TIME
general conversation number 791,GENERAL_CONVERSATION
search query number 736,WEB_SEARCH
general conversation number 336,GENERAL_CONVERSATION
open application number 513,OPEN_APP
open application number 311,OPEN_APP
search query number 264,WEB_SEARCH
search query number 760,WEB_SEARCH
get time request number 449,GET_TIME
unmute command number 154,UNMUTE
get time request number 266,GET_TIME
search query number 885,WEB_SEARCH
open application number 210,OPEN_APP
open application number 146,OPEN_APP
search query number 1312,WEB_SEARCH
open application number 701,OPEN_APP
general conversation number 88,GENERAL_CONVERSATION
open file number 1231,OPEN_FILE
search query number 435,WEB_SEARCH
get time request number 599,GET_TIME
open file number 826,OPEN_FILE
open application number 1129,OPEN_APP
open file number 1180,OPEN_FILE
get time request number 732,GET_TIME
unmute command number 374,UNMUTE
open application number 719,OPEN_APP
get time request number 650,GET_TIME
get time request number 741,GET_TIME
search query number 473,WEB_SEARCH
general conversation number 1037,GENERAL_CONVERSATION
search query number 1387,WEB_SEARCH
open file number 724,OPEN_FILE
search query number 194,WEB_SEARCH
open application number 100,OPEN_APP
general conversation number 1070,GENERAL_CONVERSATION
get time request number 1267,GET_TIME
mute command number 1066,MUTE
general conversation number 924,GENERAL_CONVERSATION
open application number 1147,OPEN_APP
get time request number 770,GET_TIME
mute command number 1112,MUTE
get time request number 1146,GET_TIME
get time request number 1288,GET_TIME
general conversation number 304,GENERAL_CONVERSATION
search query number 807,WEB_SEARCH
general conversation number 919,GENERAL_CONVERSATION
search query number 707,WEB_SEARCH
unmute command number 566,UNMUTE
general conversation number 861,GENERAL_CONVERSATION
general conversation number 213,GENERAL_CONVERSATION
general conversation number 115,GENERAL_CONVERSATION
general conversation number 310,GENERAL_CONVERSATION
general conversation number 325,GENERAL_CONVERSATION
mute command number 259,MUTE
search query number 721,WEB_SEARCH
open application number 587,OPEN_APP
unmute command number 708,UNMUTE
search query number 359,WEB_SEARCH
unmute command number 726,UNMUTE
search query number 731,WEB_SEARCH
search query number 648,WEB_SEARCH
unmute command number 1385,UNMUTE
general conversation number 773,GENERAL_CONVERSATION
unmute command number 1289,UNMUTE
search query number 573,WEB_SEARCH
general conversation number 941,GENERAL_CONVERSATION
get time request number 237,GET_TIME
search query number 420,WEB_SEARCH
general conversation number 1126,GENERAL_CONVERSATION
open application number 1160,OPEN_APP
open file number 122,OPEN_FILE
general conversation number 893,GENERAL_CONVERSATION
general conversation number 44,GENERAL_CONVERSATION
mute command number 1212,MUTE
search query number 947,WEB_SEARCH
unmute command number 809,UNMUTE
get time request number 1184,GET_TIME
unmute command number 140,UNMUTE
unmute command number 932,UNMUTE
general conversation number 948,GENERAL_CONVERSATION
open application number 630,OPEN_APP
general conversation number 1098,GENERAL_CONVERSATION
open file number 1379,OPEN_FILE
mute command number 1099,MUTE
search query number 524,WEB_SEARCH
open file number 173,OPEN_FILE
unmute command number 176,UNMUTE
general conversation number 1288,GENERAL_CONVERSATION
get time request number 800,GET_TIME
general conversation number 510,GENERAL_CONVERSATION
open application number 291,OPEN_APP
search query number 1233,WEB_SEARCH
open file number 498,OPEN_FILE
search query number 84,WEB_SEARCH
general conversation number 275,GENERAL_CONVERSATION
open application number 250,OPEN_APP
open application number 305,OPEN_APP
open file number 141,OPEN_FILE
unmute command number 605,UNMUTE
general conversation number 977,GENERAL_CONVERSATION
search query number 1236,WEB_SEARCH
unmute command number 573,UNMUTE
unmute command number 1333,UNMUTE
open file number 197,OPEN_FILE
unmute command number 137,UNMUTE
mute command number 46,MUTE
search query number 753,WEB_SEARCH
search query number 848,WEB_SEARCH
search query number 828,WEB_SEARCH
open file number 681,OPEN_FILE
search query number 1003,WEB_SEARCH
general conversation number 810,GENERAL_CONVERSATION
get time request number 510,GET_TIME
open application number 684,OPEN_APP
open application number 787,OPEN_APP
open application number 249,OPEN_APP
open file number 155,OPEN_FILE
mute command number 682,MUTE
general conversation number 950,GENERAL_CONVERSATION
search query number 251,WEB_SEARCH
open file number 88,OPEN_FILE
open application number 695,OPEN_APP
general conversation number 1390,GENERAL_CONVERSATION
search query number 733,WEB_SEARCH
mute command number 968,MUTE
mute command number 310,MUTE
mute command number 993,MUTE
general conversation number 676,GENERAL_CONVERSATION
get time request number 820,GET_TIME
get time request number 860,GET_TIME
unmute command number 983,UNMUTE
open application number 1113,OPEN_APP
mute command number 1423,MUTE
open file number 673,OPEN_FILE
open application number 378,OPEN_APP
search query number 960,WEB_SEARCH
open application number 871,OPEN_APP
mute command number 1049,MUTE
get time request number 839,GET_TIME
get time request number 184,GET_TIME
open file number 1079,OPEN_FILE
search query number 1294,WEB_SEARCH
open application number 1123,OPEN_APP
open application number 234,OPEN_APP
general conversation number 872,GENERAL_CONVERSATION
get time request number 647,GET_TIME
open application number 401,OPEN_APP
open application number 1397,OPEN_APP
open file number 825,OPEN_FILE
open application number 531,OPEN_APP
open application number 294,OPEN_APP
search query number 428,WEB_SEARCH
search query number 196,WEB_SEARCH
mute command number 500,MUTE
open application number 1077,OPEN_APP
get time request number 846,GET_TIME
